gyro_x;p4;t4;hum;alt;p1;angle_y;timestamp;speed;p5;p3;p6;t5;t6;angle_w;angle_x;lat;temp;accel_z;accel_x;angle_z;accel_y;t1;p2;gyro_y;t3;t2;gyro_z;lon
;;;;252.7800750732422;;;1687953572.524329;0.03163959085941315;;;;;;;;48.27069091796875;;;;;;;;;;;;14.380537033081055
;;;;252.81668090820312;;;1687953572.530982;-1;;;;;;;;48.26641845703125;;;;;;;;;;;;14.374370574951172
;;;;252.81668090820312;;;1687953572.558025;-1;;;;;;;;48.26435089111328;;;;;;;;;;;;14.369447708129883
-0.012557200156152248;98829.328125;25.219999313354492;40.156002044677734;;98846.046875;0.9546288251876831;1687953572.571405;;98785.7578125;98877.34375;98828.75;23.049999237060547;23.65999984741211;0.011815561912953854;-0.29063481092453003;;25.036001205444336;-9.67832088470459;-0.15275049209594727;0.02636873722076416;0.2609676122665405;25.350000381469727;98883.9140625;-0.013940500095486641;24.46500015258789;24.73900032043457;-0.015217799693346024;
-0.012769999913871288;98825.375;25.219999313354492;35.222999572753906;;98844.40625;0.9546433091163635;1687953572.6797137;;98786.3125;98872.875;98825.828125;23.049999237060547;23.65999984741211;0.007052039727568626;-0.2912175953388214;;25.031999588012695;-9.677842140197754;-0.13072389364242554;0.02047004923224449;0.2801209092140198;25.350000381469727;98886.3828125;-0.013940599747002125;24.459999084472656;24.73200035095215;-0.009684099815785885;
-0.008726200088858604;98830.171875;25.219999313354492;39.108001708984375;;98845.484375;0.9545066952705383;1687953572.7872849;;98788.5859375;98865.7578125;98822.875;23.049999237060547;23.65999984741211;0.002621554071083665;-0.2919260263442993;;25.04800033569336;-9.670181274414062;-0.10199359804391861;0.017616400495171547;0.2801210880279541;25.350000381469727;98886.3046875;-0.013408499769866467;24.467998504638672;24.739999771118164;-0.023199500516057014;
-0.011386699974536896;98833.875;25.219999313354492;39.16999816894531;;98851.1953125;0.9543245434761047;1687953572.9053574;;98784.453125;98868.71875;98830.734375;23.049999237060547;23.65999984741211;0.0038488563150167465;-0.29269811511039734;;25.003999710083008;-9.679758071899414;-0.15658119320869446;0.01411699503660202;0.21404120326042175;25.350000381469727;98882.1796875;-0.013940500095486641;24.469999313354492;24.739999771118164;-0.0030861999839544296;
-0.012237999588251114;98837.0234375;25.227998733520508;42.290000915527344;;98849.1953125;0.9543290734291077;1687953573.0178356;;98788.375;98879.5546875;98828.8515625;23.049999237060547;23.65999984741211;0.0034311965573579073;-0.2925923466682434;;25.010000228881836;-9.66970157623291;-0.1474831998348236;0.01599133014678955;0.2968805134296417;25.345001220703125;98885.359375;-0.013940500095486641;24.469999313354492;24.739999771118164;0.0006384999724105;
;;;;252.46490478515625;;;1687953573.088893;-1;;;;;;;;48.27002716064453;;;;;;;;;;;;14.382835388183594
-0.008087499998509884;98836.4921875;25.229999542236328;44.38399887084961;;98846.4140625;0.954302966594696;1687953573.1154666;;98785.2109375;98867.5;98827.25;23.049999237060547;23.65999984741211;0.003438037121668458;-0.2926494777202606;;25.052000045776367;-9.673053741455078;-0.14891989529132843;0.016478093340992928;0.2576155960559845;25.34600067138672;98883.9609375;-0.013834099285304546;24.469999313354492;24.739999771118164;-0.003405099967494607;
